timestamp,activity
7/15/2015 10:23,A
7/15/2015 10:23,B
7/15/2015 10:23,B
7/15/2015 10:24,C
7/15/2015 10:24,A
7/15/2015 10:25,D
7/15/2015 10:25,B
7/15/2015 10:25,E
7/15/2015 10:25,B
7/15/2015 10:25,C
7/15/2015 10:25,D
7/15/2015 10:26,E
7/15/2015 10:27,A
7/15/2015 10:27,B
7/15/2015 10:27,B
7/15/2015 10:27,A
7/15/2015 10:27,D
7/15/2015 10:27,A
7/15/2015 10:28,B
7/15/2015 10:28,C
7/15/2015 10:28,D
7/15/2015 10:28,A
7/15/2015 10:28,B
7/15/2015 10:29,D
7/15/2015 10:29,D
7/15/2015 10:29,E
7/15/2015 10:29,A
7/15/2015 10:29,B
7/15/2015 10:30,D
7/15/2015 10:30,A
7/15/2015 10:30,A
7/15/2015 10:30,A
7/15/2015 10:30,A
7/15/2015 10:30,B
7/15/2015 10:30,D
7/15/2015 10:31,B
7/15/2015 10:31,B
7/15/2015 10:31,D
7/15/2015 10:31,C
7/15/2015 10:31,C
7/15/2015 10:31,B
7/15/2015 10:32,E
7/15/2015 10:32,E
7/15/2015 10:32,B
7/15/2015 10:33,A
7/15/2015 10:33,D
7/15/2015 10:33,A
7/15/2015 10:33,C
7/15/2015 10:33,C
7/15/2015 10:34,B
7/15/2015 10:34,B
7/15/2015 10:34,E
7/15/2015 10:34,D
7/15/2015 10:34,D
7/15/2015 10:34,D
7/15/2015 10:34,E
7/15/2015 10:35,A
7/15/2015 10:36,B
7/15/2015 10:36,C
7/15/2015 10:36,A
7/15/2015 10:36,B
7/15/2015 10:36,B
7/15/2015 10:36,B
7/15/2015 10:36,A
7/15/2015 10:37,E
7/15/2015 10:37,C
7/15/2015 10:37,C
7/15/2015 10:38,D
7/15/2015 10:38,E
7/15/2015 10:38,C
7/15/2015 10:38,D
7/15/2015 10:38,D
7/15/2015 10:38,E
7/15/2015 10:39,B
7/15/2015 10:39,E
7/15/2015 10:39,A
7/15/2015 10:40,D
7/15/2015 10:40,C
7/15/2015 10:40,D
7/15/2015 10:41,D
7/15/2015 10:41,D
7/15/2015 10:41,E
7/15/2015 10:43,C
7/15/2015 10:44,E
7/15/2015 10:46,B
7/15/2015 10:48,D
7/15/2015 10:49,A
7/15/2015 10:50,B
7/15/2015 10:51,A
7/15/2015 10:51,A
7/15/2015 10:52,B
7/15/2015 10:52,B
7/15/2015 10:52,C
7/15/2015 10:53,E
7/15/2015 10:54,D
7/15/2015 10:54,C
7/15/2015 10:55,A
7/15/2015 10:55,E
7/15/2015 10:55,D
7/15/2015 10:56,C
7/15/2015 10:57,E
7/15/2015 10:57,A
7/15/2015 10:57,D
7/15/2015 10:58,C
7/15/2015 10:59,C
7/15/2015 10:59,E
7/15/2015 11:00,E
7/15/2015 11:00,A
7/15/2015 11:01,D
7/15/2015 11:01,A
7/15/2015 11:01,A
7/15/2015 11:01,C
7/15/2015 11:01,A
7/15/2015 11:02,D
7/15/2015 11:02,C
7/15/2015 11:02,B
7/15/2015 11:02,E
7/15/2015 11:02,B
7/15/2015 11:03,E
7/15/2015 11:04,A
7/15/2015 11:04,D
7/15/2015 11:04,A
7/15/2015 11:04,C
7/15/2015 11:04,B
7/15/2015 11:05,C
7/15/2015 11:05,D
7/15/2015 11:05,B
7/15/2015 11:05,E
7/15/2015 11:06,E
7/15/2015 11:06,C
7/15/2015 11:07,B
7/15/2015 11:07,B
7/15/2015 11:07,E
7/15/2015 11:08,D
7/15/2015 11:08,A
7/15/2015 11:08,A
7/15/2015 11:09,A
7/15/2015 11:09,B
7/15/2015 11:09,B
7/15/2015 11:09,C
7/15/2015 11:09,B
7/15/2015 11:09,C
7/15/2015 11:10,C
7/15/2015 11:10,E
7/15/2015 11:10,E
7/15/2015 11:11,A
7/15/2015 11:11,E
7/15/2015 11:11,A
7/15/2015 11:11,C
7/15/2015 11:11,C
7/15/2015 11:11,D
7/15/2015 11:12,B
7/15/2015 11:12,A
7/15/2015 11:12,B
7/15/2015 11:12,E
7/15/2015 11:12,E
7/15/2015 11:12,C
7/15/2015 11:12,B
7/15/2015 11:13,C
7/15/2015 11:13,D
7/15/2015 11:13,E
7/15/2015 11:14,B
7/15/2015 11:14,E
7/15/2015 11:14,D
7/15/2015 11:14,D
7/15/2015 11:14,D
7/15/2015 11:14,C
7/15/2015 11:15,D
7/15/2015 11:15,E
7/15/2015 11:16,A
7/15/2015 11:16,D
7/15/2015 11:16,D
7/15/2015 11:17,C
7/15/2015 11:17,A
7/15/2015 11:17,D
7/15/2015 11:18,E
7/15/2015 11:18,A
7/15/2015 11:18,A
7/15/2015 11:18,B
7/15/2015 11:19,B
7/15/2015 11:19,B
7/15/2015 11:20,D
7/15/2015 11:20,B
7/15/2015 11:21,B
7/15/2015 11:21,A
7/15/2015 11:21,C
7/15/2015 11:22,A
7/15/2015 11:22,C
7/15/2015 11:22,E
7/15/2015 11:22,C
7/15/2015 11:23,A
7/15/2015 11:23,C
7/15/2015 11:23,C
7/15/2015 11:23,E
7/15/2015 11:23,A
7/15/2015 11:23,E
7/15/2015 11:24,C
7/15/2015 11:24,E
7/15/2015 11:24,E
7/15/2015 11:24,C
7/15/2015 11:24,B
7/15/2015 11:25,E
7/15/2015 11:25,C
7/15/2015 11:25,A
7/15/2015 11:25,E
7/15/2015 11:25,B
7/15/2015 11:26,D
7/15/2015 11:26,B
7/15/2015 11:26,E
7/15/2015 11:26,C
7/15/2015 11:26,B
7/15/2015 11:27,C
7/15/2015 11:27,A
7/15/2015 11:27,E
7/15/2015 11:27,B
7/15/2015 11:27,D
7/15/2015 11:28,E
7/15/2015 11:28,C
7/15/2015 11:28,C
7/15/2015 11:28,B
7/15/2015 11:28,A
7/15/2015 11:28,D
7/15/2015 11:29,E
7/15/2015 11:29,E
7/15/2015 11:29,D
7/15/2015 11:29,C
7/15/2015 11:29,A
7/15/2015 11:29,D
7/15/2015 11:30,D
7/15/2015 11:30,C
7/15/2015 11:30,E
7/15/2015 11:30,C
7/15/2015 11:31,B
7/15/2015 11:31,D
7/15/2015 11:31,E
7/15/2015 11:31,E
7/15/2015 11:32,C
7/15/2015 11:33,B
7/15/2015 11:33,B
7/15/2015 11:33,E
7/15/2015 11:33,B
7/15/2015 11:33,A
7/15/2015 11:34,B
7/15/2015 11:35,C
7/15/2015 11:35,B
7/15/2015 11:35,B
7/15/2015 11:35,D
7/15/2015 11:36,E
7/15/2015 11:36,C
7/15/2015 11:37,B
7/15/2015 11:37,B
7/15/2015 11:37,E
7/15/2015 11:38,C
7/15/2015 11:39,E
7/15/2015 11:39,A
7/15/2015 11:39,C
7/15/2015 11:39,A
7/15/2015 11:39,B
7/15/2015 11:39,D
7/15/2015 11:40,B
7/15/2015 11:40,E
7/15/2015 11:40,B
7/15/2015 11:41,C
7/15/2015 11:41,C
7/15/2015 11:42,E
7/15/2015 11:42,B
7/15/2015 11:42,D
7/15/2015 11:42,D
7/15/2015 11:42,E
7/15/2015 11:44,D
7/15/2015 11:44,D
7/15/2015 11:44,D
7/15/2015 11:45,A
7/15/2015 11:46,B
7/15/2015 11:48,D
7/15/2015 11:53,A
7/15/2015 11:54,C
7/15/2015 11:55,E
7/15/2015 11:55,A
7/15/2015 11:56,A
7/15/2015 11:56,A
7/15/2015 11:56,C
7/15/2015 11:57,B
7/15/2015 11:57,C
7/15/2015 11:57,A
7/15/2015 11:57,B
7/15/2015 11:57,E
7/15/2015 11:58,A
7/15/2015 11:58,E
7/15/2015 11:58,A
7/15/2015 11:58,C
7/15/2015 11:58,A
7/15/2015 11:58,A
7/15/2015 11:59,C
7/15/2015 11:59,B
7/15/2015 11:59,B
7/15/2015 11:59,E
7/15/2015 11:59,B
7/15/2015 11:59,D
7/15/2015 11:59,C
7/15/2015 11:59,B
7/15/2015 11:59,A
7/15/2015 11:59,A
7/15/2015 12:00,E
7/15/2015 12:00,D
7/15/2015 12:00,E
7/15/2015 12:00,A
7/15/2015 12:00,A
7/15/2015 12:00,C
7/15/2015 12:00,B
7/15/2015 12:01,B
7/15/2015 12:01,C
7/15/2015 12:01,D
7/15/2015 12:01,C
7/15/2015 12:01,D
7/15/2015 12:01,B
7/15/2015 12:01,B
7/15/2015 12:01,E
7/15/2015 12:02,D
7/15/2015 12:02,E
7/15/2015 12:02,E
7/15/2015 12:02,D
7/15/2015 12:02,D
7/15/2015 12:03,A
7/15/2015 12:03,D
7/15/2015 12:03,A
7/15/2015 12:03,D
7/15/2015 12:03,D
7/15/2015 12:03,C
7/15/2015 12:04,B
7/15/2015 12:04,C
7/15/2015 12:04,C
7/15/2015 12:04,C
7/15/2015 12:04,E
7/15/2015 12:05,E
7/15/2015 12:05,E
7/15/2015 12:05,E
7/15/2015 12:05,A
7/15/2015 12:06,D
7/15/2015 12:06,B
7/15/2015 12:06,D
7/15/2015 12:07,C
7/15/2015 12:07,B
7/15/2015 12:07,D
7/15/2015 12:08,E
7/15/2015 12:08,A
7/15/2015 12:08,B
7/15/2015 12:09,D
7/15/2015 12:09,B
7/15/2015 12:10,D
7/15/2015 12:10,D
7/15/2015 12:11,A
7/15/2015 12:11,C
7/15/2015 12:12,C
7/15/2015 12:12,E
7/15/2015 12:13,E
7/15/2015 12:14,D
7/15/2015 12:15,A
7/15/2015 12:15,D
7/15/2015 12:16,B
7/15/2015 12:17,A
7/15/2015 12:18,C
7/15/2015 12:18,B
7/15/2015 12:18,A
7/15/2015 12:19,E
7/15/2015 12:19,B
7/15/2015 12:20,B
7/15/2015 12:20,A
7/15/2015 12:21,D
7/15/2015 12:21,B
7/15/2015 12:21,B
7/15/2015 12:21,A
7/15/2015 12:22,C
7/15/2015 12:22,C
7/15/2015 12:23,E
7/15/2015 12:23,D
7/15/2015 12:23,D
7/15/2015 12:23,E
7/15/2015 12:25,D
7/15/2015 12:25,D
7/15/2015 12:26,A
7/15/2015 12:27,B
7/15/2015 12:28,A
7/15/2015 12:29,D
7/15/2015 12:29,B
7/15/2015 12:31,C
7/15/2015 12:32,A
7/15/2015 12:32,E
7/15/2015 12:33,B
7/15/2015 12:34,B
7/15/2015 12:35,D
7/15/2015 12:36,D
7/15/2015 12:38,A
7/15/2015 12:39,A
7/15/2015 12:39,B
7/15/2015 12:40,B
7/15/2015 12:40,A
7/15/2015 12:40,A
7/15/2015 12:41,B
7/15/2015 12:41,B
7/15/2015 12:41,A
7/15/2015 12:41,C
7/15/2015 12:42,D
7/15/2015 12:42,C
7/15/2015 12:42,E
7/15/2015 12:43,D
7/15/2015 12:43,D
7/15/2015 12:43,E
7/15/2015 12:44,A
7/15/2015 12:44,A
7/15/2015 12:44,A
7/15/2015 12:44,D
7/15/2015 12:45,B
7/15/2015 12:45,B
7/15/2015 12:45,C
7/15/2015 12:45,D
7/15/2015 12:46,E
7/15/2015 12:47,D
7/15/2015 12:47,B
7/15/2015 12:48,D
7/15/2015 12:49,B
7/15/2015 12:51,C
7/15/2015 12:51,A
7/15/2015 12:52,E
7/15/2015 12:52,C
7/15/2015 12:53,E
7/15/2015 12:54,D
7/15/2015 12:54,A
7/15/2015 12:54,A
7/15/2015 12:55,A
7/15/2015 12:55,C
7/15/2015 12:55,B
7/15/2015 12:55,D
7/15/2015 12:56,C
7/15/2015 12:56,A
7/15/2015 12:56,E
7/15/2015 12:56,A
7/15/2015 12:57,E
7/15/2015 12:57,C
7/15/2015 12:57,A
7/15/2015 12:57,C
7/15/2015 12:57,D
7/15/2015 12:58,E
7/15/2015 12:58,D
7/15/2015 12:58,B
7/15/2015 12:58,E
7/15/2015 12:59,C
7/15/2015 12:59,A
7/15/2015 13:00,E
7/15/2015 13:00,D
7/15/2015 13:00,D
7/15/2015 13:00,D
7/15/2015 13:00,B
7/15/2015 13:01,A
7/15/2015 13:02,C
7/15/2015 13:02,A
7/15/2015 13:02,D
7/15/2015 13:02,C
7/15/2015 13:03,A
7/15/2015 13:03,E
7/15/2015 13:03,C
7/15/2015 13:03,E
7/15/2015 13:04,C
7/15/2015 13:04,E
7/15/2015 13:05,E
7/15/2015 13:05,D
7/15/2015 13:05,A
7/15/2015 13:05,C
7/15/2015 13:06,D
7/15/2015 13:06,C
7/15/2015 13:06,E
7/15/2015 13:07,D
7/15/2015 13:07,E
7/15/2015 13:08,A
7/15/2015 13:08,D
7/15/2015 13:09,B
7/15/2015 13:09,D
7/15/2015 13:10,A
7/15/2015 13:11,C
7/15/2015 13:11,A
7/15/2015 13:11,C
7/15/2015 13:12,E
7/15/2015 13:12,C
7/15/2015 13:12,A
7/15/2015 13:12,E
7/15/2015 13:13,E
7/15/2015 13:13,C
7/15/2015 13:13,A
7/15/2015 13:14,D
7/15/2015 13:14,E
7/15/2015 13:14,A
7/15/2015 13:14,B
7/15/2015 13:14,C
7/15/2015 13:15,D
7/15/2015 13:15,A
7/15/2015 13:15,B
7/15/2015 13:15,E
7/15/2015 13:15,A
7/15/2015 13:16,D
7/15/2015 13:16,A
7/15/2015 13:16,B
7/15/2015 13:16,B
7/15/2015 13:16,B
7/15/2015 13:17,B
7/15/2015 13:17,B
7/15/2015 13:17,D
7/15/2015 13:18,D
7/15/2015 13:18,B
7/15/2015 13:18,D
7/15/2015 13:19,D
7/15/2015 13:19,B
7/15/2015 13:19,A
7/15/2015 13:20,C
7/15/2015 13:20,B
7/15/2015 13:21,D
7/15/2015 13:21,E
7/15/2015 13:22,A
7/15/2015 13:22,D
7/15/2015 13:23,B
7/15/2015 13:23,B
7/15/2015 13:24,A
7/15/2015 13:25,D
7/15/2015 13:25,B
7/15/2015 13:25,C
7/15/2015 13:25,A
7/15/2015 13:26,A
7/15/2015 13:26,E
7/15/2015 13:26,B
7/15/2015 13:27,C
7/15/2015 13:27,B
7/15/2015 13:28,A
7/15/2015 13:28,E
7/15/2015 13:28,B
7/15/2015 13:28,B
7/15/2015 13:29,B
7/15/2015 13:29,A
7/15/2015 13:29,D
7/15/2015 13:30,C
7/15/2015 13:30,B
7/15/2015 13:30,D
7/15/2015 13:30,D
7/15/2015 13:31,C
7/15/2015 13:31,E
7/15/2015 13:32,A
7/15/2015 13:32,E
7/15/2015 13:32,A
7/15/2015 13:32,C
7/15/2015 13:32,A
7/15/2015 13:33,C
7/15/2015 13:33,B
7/15/2015 13:33,D
7/15/2015 13:33,E
7/15/2015 13:33,C
7/15/2015 13:34,E
7/15/2015 13:34,C
7/15/2015 13:34,E
7/15/2015 13:35,E
7/15/2015 13:35,C
7/15/2015 13:35,A
7/15/2015 13:35,B
7/15/2015 13:36,B
7/15/2015 13:36,E
7/15/2015 13:36,C
7/15/2015 13:36,B
7/15/2015 13:36,A
7/15/2015 13:36,A
7/15/2015 13:37,B
7/15/2015 13:37,E
7/15/2015 13:37,D
7/15/2015 13:37,C
7/15/2015 13:37,C
7/15/2015 13:38,D
7/15/2015 13:38,A
7/15/2015 13:38,B
7/15/2015 13:38,D
7/15/2015 13:38,E
7/15/2015 13:38,E
7/15/2015 13:39,C
7/15/2015 13:39,D
7/15/2015 13:39,C
7/15/2015 13:40,E
7/15/2015 13:40,B
7/15/2015 13:40,E
7/15/2015 13:40,B
7/15/2015 13:40,D
7/15/2015 13:42,B
7/15/2015 13:42,D
7/15/2015 13:42,B
7/15/2015 13:42,D
7/15/2015 13:44,D
7/15/2015 13:44,D
7/15/2015 13:44,A
7/15/2015 13:45,B
7/15/2015 13:47,A
7/15/2015 13:47,D
7/15/2015 13:48,B
7/15/2015 13:50,D
7/15/2015 13:51,A
7/15/2015 13:51,A
7/15/2015 13:52,C
7/15/2015 13:52,C
7/15/2015 13:52,A
7/15/2015 13:53,E
7/15/2015 13:53,A
7/15/2015 13:53,E
7/15/2015 13:53,C
7/15/2015 13:54,C
7/15/2015 13:54,E
7/15/2015 13:55,C
7/15/2015 13:55,E
7/15/2015 13:55,C
7/15/2015 13:55,A
7/15/2015 13:56,E
7/15/2015 13:56,E
7/15/2015 13:56,C
7/15/2015 13:56,B
7/15/2015 13:57,A
7/15/2015 13:57,D
7/15/2015 13:57,A
7/15/2015 13:57,E
7/15/2015 13:58,D
7/15/2015 13:58,C
7/15/2015 13:58,C
7/15/2015 13:58,D
7/15/2015 13:58,B
7/15/2015 13:59,E
7/15/2015 13:59,E
7/15/2015 13:59,A
7/15/2015 13:59,D
7/15/2015 14:00,C
7/15/2015 14:00,C
7/15/2015 14:01,B
7/15/2015 14:01,D
7/15/2015 14:01,E
7/15/2015 14:01,E
7/15/2015 14:02,A
7/15/2015 14:03,D
7/15/2015 14:03,C
7/15/2015 14:03,A
7/15/2015 14:03,D
7/15/2015 14:03,C
7/15/2015 14:04,E
7/15/2015 14:04,C
7/15/2015 14:04,E
7/15/2015 14:05,E
7/15/2015 14:05,A
7/15/2015 14:06,D
7/15/2015 14:06,A
7/15/2015 14:06,B
7/15/2015 14:06,D
7/15/2015 14:07,D
7/15/2015 14:07,B
7/15/2015 14:08,B
7/15/2015 14:08,A
7/15/2015 14:08,A
7/15/2015 14:09,B
7/15/2015 14:09,A
7/15/2015 14:09,C
7/15/2015 14:09,C
7/15/2015 14:10,B
7/15/2015 14:10,B
7/15/2015 14:10,E
7/15/2015 14:10,E
7/15/2015 14:11,A
7/15/2015 14:11,C
7/15/2015 14:12,A
7/15/2015 14:12,C
7/15/2015 14:12,E
7/15/2015 14:12,B
7/15/2015 14:12,B
7/15/2015 14:12,B
7/15/2015 14:12,D
7/15/2015 14:13,C
7/15/2015 14:13,E
7/15/2015 14:14,E
7/15/2015 14:14,B
7/15/2015 14:14,D
7/15/2015 14:14,C
7/15/2015 14:14,B
7/15/2015 14:15,B
7/15/2015 14:15,E
7/15/2015 14:16,B
7/15/2015 14:16,C
7/15/2015 14:16,D
7/15/2015 14:17,D
7/15/2015 14:17,E
7/15/2015 14:17,D
7/15/2015 14:18,B
7/15/2015 14:19,B
7/15/2015 14:20,B
7/15/2015 14:21,B
7/15/2015 14:22,A
7/15/2015 14:22,B
7/15/2015 14:23,B
7/15/2015 14:23,A
7/15/2015 14:23,C
7/15/2015 14:23,A
7/15/2015 14:24,D
7/15/2015 14:24,B
7/15/2015 14:24,E
7/15/2015 14:24,B
7/15/2015 14:25,D
7/15/2015 14:25,A
7/15/2015 14:25,A
7/15/2015 14:26,C
7/15/2015 14:26,D
7/15/2015 14:26,C
7/15/2015 14:26,B
7/15/2015 14:26,C
7/15/2015 14:27,A
7/15/2015 14:27,E
7/15/2015 14:27,E
7/15/2015 14:27,E
7/15/2015 14:28,C
7/15/2015 14:28,A
7/15/2015 14:28,C
7/15/2015 14:29,E
7/15/2015 14:29,D
7/15/2015 14:29,A
7/15/2015 14:29,B
7/15/2015 14:29,B
7/15/2015 14:29,E
7/15/2015 14:29,B
7/15/2015 14:30,B
7/15/2015 14:31,C
7/15/2015 14:31,C
7/15/2015 14:31,B
7/15/2015 14:31,D
7/15/2015 14:31,D
7/15/2015 14:31,A
7/15/2015 14:32,E
7/15/2015 14:32,A
7/15/2015 14:32,B
7/15/2015 14:32,E
7/15/2015 14:32,C
7/15/2015 14:33,A
7/15/2015 14:33,B
7/15/2015 14:33,D
7/15/2015 14:33,E
7/15/2015 14:34,C
7/15/2015 14:34,C
7/15/2015 14:34,C
7/15/2015 14:34,C
7/15/2015 14:34,A
7/15/2015 14:35,E
7/15/2015 14:35,E
7/15/2015 14:35,C
7/15/2015 14:35,E
7/15/2015 14:35,E
7/15/2015 14:35,C
7/15/2015 14:35,D
7/15/2015 14:36,A
7/15/2015 14:36,E
7/15/2015 14:36,E
7/15/2015 14:37,C
7/15/2015 14:37,D
7/15/2015 14:37,B
7/15/2015 14:37,D
7/15/2015 14:37,A
7/15/2015 14:37,D
7/15/2015 14:38,E
7/15/2015 14:38,A
7/15/2015 14:38,C
7/15/2015 14:38,B
7/15/2015 14:38,B
7/15/2015 14:39,B
7/15/2015 14:39,D
7/15/2015 14:39,E
7/15/2015 14:40,C
7/15/2015 14:40,B
7/15/2015 14:40,C
7/15/2015 14:40,A
7/15/2015 14:41,E
7/15/2015 14:41,D
7/15/2015 14:41,C
7/15/2015 14:41,E
7/15/2015 14:41,B
7/15/2015 14:42,E
7/15/2015 14:42,C
7/15/2015 14:43,D
7/15/2015 14:43,E
7/15/2015 14:43,B
7/15/2015 14:43,B
7/15/2015 14:44,D
7/15/2015 14:45,A
7/15/2015 14:45,D
7/15/2015 14:45,D
7/15/2015 14:45,D
7/15/2015 14:46,A
7/15/2015 14:46,B
7/15/2015 14:47,C
7/15/2015 14:48,E
7/15/2015 14:48,C
7/15/2015 14:48,A
7/15/2015 14:49,E
7/15/2015 14:49,B
7/15/2015 14:50,C
7/15/2015 14:51,E
7/15/2015 14:51,B
7/15/2015 14:51,C
7/15/2015 14:52,A
7/15/2015 14:52,E
7/15/2015 14:53,C
7/15/2015 14:53,C
7/15/2015 14:53,A
7/15/2015 14:53,B
7/15/2015 14:54,E
7/15/2015 14:54,E
7/15/2015 14:54,B
7/15/2015 14:54,D
7/15/2015 14:55,C
7/15/2015 14:56,D
7/15/2015 14:56,D
7/15/2015 14:56,B
7/15/2015 14:56,E
7/15/2015 14:56,A
7/15/2015 14:57,C
7/15/2015 14:58,B
7/15/2015 14:58,D
7/15/2015 14:58,E
7/15/2015 14:59,A
7/15/2015 15:00,A
7/15/2015 15:00,C
7/15/2015 15:00,D
7/15/2015 15:00,D
7/15/2015 15:01,B
7/15/2015 15:01,E
7/15/2015 15:03,D
7/15/2015 15:03,D
7/15/2015 15:06,A
7/15/2015 15:07,C
7/15/2015 15:08,E
7/15/2015 15:10,D
7/15/2015 15:11,A
7/15/2015 15:12,C
7/15/2015 15:13,A
7/15/2015 15:13,E
7/15/2015 15:14,B
7/15/2015 15:15,D
7/15/2015 15:15,A
7/15/2015 15:16,D
7/15/2015 15:16,A
7/15/2015 15:16,C
7/15/2015 15:17,C
7/15/2015 15:17,E
7/15/2015 15:18,E
7/15/2015 15:19,B
7/15/2015 15:20,B
7/15/2015 15:21,D
7/15/2015 15:22,A
7/15/2015 15:22,A
7/15/2015 15:22,A
7/15/2015 15:22,C
7/15/2015 15:23,C
7/15/2015 15:23,C
7/15/2015 15:23,C
7/15/2015 15:23,E
7/15/2015 15:24,E
7/15/2015 15:24,A
7/15/2015 15:24,E
7/15/2015 15:24,E
7/15/2015 15:25,A
7/15/2015 15:25,B
7/15/2015 15:25,D
7/15/2015 15:25,A
7/15/2015 15:26,B
7/15/2015 15:26,C
7/15/2015 15:26,D
7/15/2015 15:26,B
7/15/2015 15:26,A
7/15/2015 15:26,C
7/15/2015 15:27,E
7/15/2015 15:27,C
7/15/2015 15:27,C
7/15/2015 15:27,E
7/15/2015 15:27,A
7/15/2015 15:28,A
7/15/2015 15:28,D
7/15/2015 15:28,E
7/15/2015 15:28,D
7/15/2015 15:28,E
7/15/2015 15:28,A
7/15/2015 15:28,C
7/15/2015 15:29,C
7/15/2015 15:29,D
7/15/2015 15:29,D
7/15/2015 15:29,C
7/15/2015 15:29,A
7/15/2015 15:29,E
7/15/2015 15:30,E
7/15/2015 15:30,D
7/15/2015 15:30,C
7/15/2015 15:30,E
7/15/2015 15:30,C
7/15/2015 15:31,E
7/15/2015 15:31,E
7/15/2015 15:31,D
7/15/2015 15:32,B
7/15/2015 15:32,A
7/15/2015 15:32,C
7/15/2015 15:33,A
7/15/2015 15:33,D
7/15/2015 15:33,B
7/15/2015 15:33,E
7/15/2015 15:33,C
7/15/2015 15:34,C
7/15/2015 15:34,D
7/15/2015 15:34,E
7/15/2015 15:35,E
7/15/2015 15:35,D
7/15/2015 15:35,D
7/15/2015 15:36,C
7/15/2015 15:37,D
7/15/2015 15:37,E
7/15/2015 15:39,B
7/15/2015 15:41,C
7/15/2015 15:42,E
7/15/2015 15:44,D
